name,pages,extinct,gif,special,obtain
Heavy Ironbreaker,weapons/swords,0,photo/weapons60/ironbreaker.png,BREAK ON DEATH.,2019 Lost Mines event
Heavy Mindspire,weapons/spears,0,photo/weapons60/mindspire.gif,BREAK ON DEATH.,2019 Lost Mines event
Heavy polearm,weapons/spears,0,photo/weapons60/heavypolearm.gif,Can hit multiple targets / Does not take away invisible after hit / Cannot repair,Made by Champion+ carpenters
Her threads of fate,armor/coataccessory,0,photo/armor60/herthreadsoffate.gif,Diviners' only,Obtained by members of Diviners' circle Special Info: Diviners' only
Her uniform,armor/coataccessory,0,photo/armor60/heruniform.gif,Temporary item that was never removed.,Obtained during a pirate's event. Special Info: Temporary item that was never removed.
Herb pipe,items/mana|items/shop,0,photo/items60/pipe.gif,,"Arena and Alchemist Shops, Guild Halls"
Hide shield,armor/shields,0,photo/armor60/hideshield.gif,Bonded,Nagnag Shield Quest Special Info: Bonded
Hill fan,weapons/fans,0,,None,Leviathan Quest
His threads of fate,armor/coataccessory,0,photo/armor60/histhreadsoffate.gif,Diviners' only,Obtained by members of Diviners' circle Special Info: Diviners' only
His uniform,armor/coataccessory,0,photo/armor60/hisuniform.gif,Temporary item that was never removed.,Obtained during a pirate's event. Special Info: Temporary item that was never removed.
Holy dust,items/bombs,0,photo/items60/soupbowl.gif,,Arena Shops
Holy powder,items/bombs,0,photo/items60/soupbowl.gif,,Arena Shops
Holy ring,armor/handitems|armor/handitems,0,photo/armor60/holyring.gif,None,Carnage Prize Special Info: None
Holy sword,weapons/extinct|weapons/swords,1,photo/weapons60/doblade.gif,Extinct,Beta-3.0 Weapon
Honor sword,weapons/swords,0,photo/weapons60/honorsword.gif,,Event
Honorable Kagum Huan,weapons/swords,0,photo/weapons60/kagumhuan.gif,None,Side with General HanXin against the pirates
Honorable Kagum Xu,weapons/swords,0,photo/weapons60/kagumxu.gif,None,Pirate Event 2007
Hoof sabre,weapons/swords,0,photo/weapons60/moonblade.gif,Dropped by Mythic Horse,Various Mythic Horse creatures
Horse meat,items/drops|items/shop|items/vita,0,photo/items60/beef.gif,,Mythic horse cave
Huk Sae Fan,weapons/fans,0,,None,Gogoon Fan Quest
Hunang's axe,weapons/axes,0,,None,Trapdoor Spider
Hyun moo casque,armor/headitems,0,photo/armor60/hyunmoocasque.gif,None,Obtained from jewellers Special Info: None
Hyun moo circlet,armor/headitems,0,photo/armor60/hyunmoocirclet.gif,None,Obtained from jewellers Special Info: None
Hyun Moo helm,armor/headitems,0,photo/armor60/hyunmoohelm.gif,Bonded / Unrepairable,Hyun Moo Shrine Special Info: Bonded / Unrepairable
Hyun Moo helmet,armor/headitems,0,photo/armor60/hyunmoohelm.gif,Bonded / Unrepairable,Hyun Moo Shrine Special Info: Bonded / Unrepairable
Hyun moo key,items/keys|items/spells,0,photo/items60/hyunmookey.gif,,Mythic Snake Key Bosses
Hyun moo rune,armor/headitems,0,photo/armor60/hyunmoorune.gif,0,Snow Tiger Invasion Event Special Info: 0
Ice armor,armor/roguearmor|armor/vortexarmor,0,photo/armor60/dreadarmor.gif,0,Vortex Special Info: 0
Ice armor dress,armor/roguearmor|armor/vortexarmor,0,photo/armor60/dreadarmordress.gif,0,Vortex Special Info: 0
Ice garb,armor/magearmor|armor/vortexarmor,0,photo/armor60/vortexgarb.gif,0,Vortex Special Info: 0
Ice gown,armor/poetarmor|armor/vortexarmor,0,photo/armor60/dreadgown.gif,0,Vortex Special Info: 0
Ice platemail,armor/vortexarmor|armor/warriorarmor,0,photo/armor60/dreadplatemail.gif,0,Vortex Special Info: 0
Ice platemail dress,armor/vortexarmor|armor/warriorarmor,0,photo/armor60/dreadplatemaildress.gif,0,Vortex Special Info: 0
Ice robes,armor/poetarmor|armor/vortexarmor,0,photo/armor60/dreadrobes.gif,0,Vortex Special Info: 0
Ice sabre,weapons/swords,0,photo/weapons60/icesabre.gif,"Dropped by Deathwish, the Vale Polar Cave boss.",Deathwish
Ice shard,armor/handitems,0,photo/armor60/amethyst.gif,Bonded,3rd Anniversary Special Info: Bonded
Ice shards,items/bombs,0,photo/items60/quihyang.gif,,Arena Shops
Ice skirt,armor/magearmor|armor/vortexarmor,0,photo/armor60/iceskirt.gif,0,Vortex Special Info: 0
Il Ernlere Staff,weapons/spears,0,photo/weapons60/ErnlereStaff.gif,Non-bonded; costs 500 coins to deposit,Iron Hands Event 2016
Il Featherlight Arm,weapons/spears,0,photo/weapons60/FeatherlightArm.gif,Can hit multiple targets / Does not take away invisible after hit,"Reward for ""destroying evil pursuits of Iron Hands"" (2016)"
Il Flame spear,weapons/spears,0,photo/weapons60/Flamespear.gif,Can hit multiple targets / Does not take away invisible after hit,"Reward for ""destroying evil pursuits of Iron Hands"" (2016)"
Il san blood,weapons/enchanted|weapons/swords,0,photo/weapons60/blood.gif,Bonded / Break on Death,Enchanted Blood by a Il san Rogue at Bon-Hwa. Non-Bonded Rare Drop by Tiger 3 Item Boss.
Il san charm,weapons/enchanted|weapons/spears,0,photo/weapons60/charm.gif,Bonded / Break on Death,Enchanted Charm by a Il san Poet at Bon-Hwa. Rarely dropped by Snake 3 Item Boss.
Il san chung ryong scale,weapons/enchanted|weapons/swords,0,photo/weapons60/chungryongscale.gif,"Bonded / Unrepairable, NPC Subpath Il san Members","Say ""Kimesh"" to Hausson Smith"
Il san Cutlass Skully,weapons/swords,0,photo/weapons60/cutlassskully.gif,BREAK ON DEATH,Obtained during the 2015 Pirates event. May still be obtained *rarely* through Sally quests.
Il san ju jak staff,weapons/enchanted|weapons/spears,0,photo/weapons60/jujakstaff.gif,"Bonded / Unrepairable, NPC Subpath Il san Members","Say ""Kimesh"" to Hausson Smith"
Il san life lance,weapons/enchanted|weapons/spears,0,photo/weapons60/lifelance.gif,"Bonded / Unrepairable, NPC Subpath Il san Members","Say ""Kimesh"" to Hausson Smith"
Il san nimble blade,weapons/enchanted|weapons/swords,0,photo/weapons60/nimbleblade.gif,"Bonded / Unrepairable, NPC Subpath Il san Members","Say ""Kimesh"" to Hausson Smith"
Il san spike,weapons/clubs|weapons/enchanted,0,,Bonded / Break on Death,Enchanted Spike by an Il san Warrior at Bon-Hwa. Non-Bonded Rare Drop by Dragon 3 Item Boss.
Il san surge,weapons/enchanted|weapons/spears,0,photo/weapons60/surge.gif,Bonded / Break on Death,Enchanted Surge by a Il san Mage at Bon-Hwa. Rarely dropped by Sheep 3 Item Boss.
Il Sulfurule Scepter,weapons/spears,0,photo/weapons60/SulfuruleScepter.gif,Non-bonded; costs 500 coins to deposit,Iron Hands Event 2016
Ilbon knife,weapons/swords,0,photo/weapons60/blood.gif,,Pirate Event
Ilbon outfit,armor/coataccessory,0,photo/armor60/ilbonoutfit.gif,"Ilbon outfit used to have -6 AC, but when it became a coat the defensive stats was removed.","Pirate Events Special Info: Ilbon outfit used to have -6 AC, but when it became a coat the defensive stats was removed."
Ilbon vest,armor/coataccessory,0,photo/armor60/ilbonvest.gif,"Ilbon vest used to have -6 AC, but when it became a coat the defensive stats was removed.","Pirate Events Special Info: Ilbon vest used to have -6 AC, but when it became a coat the defensive stats was removed."
Immortality charm,armor/shields,0,photo/armor60/immortalitycharm.gif,Bonded,"Requires: Sa san charm, Lantern, 500 Ri shards, 250 Xi shards, 100 Zen shards, 384,000 Coins Special Info: Bonded"
Improved Battleaxe,weapons/axes,0,,BOD,Dropped by Sonhi Executioner in Sonhi hideout event May 2020
Improved combat badge,armor/subaccessory,0,photo/armor60/combatbadge.gif,Breaks on Death,Obtained by helping HaggardWitch escape from KaKhan Special Info: Breaks on Death
Improved combat headpiece,armor/headitems,0,photo/armor60/improvedcombatheadpiece.gif,Creation system,Special Info: Creation system
Improved magic rune,armor/subaccessory,0,photo/armor60/magicrune-sub.gif,Breaks on Death,Obtained by helping HaggardWitch escape from KaKhan Special Info: Breaks on Death
Improved sea cutlass,weapons/swords,0,photo/weapons60/seacutlass.gif,BREAK ON DEATH,Obtained by opening the Captain's chest in the Demolisher
Improved sea glaive,weapons/spears,0,photo/weapons60/seaglaive.gif,BREAK ON DEATH,Obtained by opening the Captain's chest in the Demolisher
Improved sea rapier,weapons/swords,0,photo/weapons60/searapier.gif,BREAK ON DEATH,Obtained by opening the Captain's chest in the Demolisher
Improved sea trident,weapons/spears,0,photo/weapons60/seatrident.gif,BREAK ON DEATH,Obtained by opening the Captain's chest in the Demolisher
Ink,items/crafts|items/shop,0,photo/items60/ink.gif,,Buy in Messenger shops
Insidious disk,armor/handitems,0,photo/armor60/insidiousdisk.gif,None,Spy Special Info: None
Iron key,items/keys,0,photo/items60/ironkey.gif,,Dropped by Giant Iron Tiger
Iron statue,items/drops|items/mana,0,photo/items60/ironstatue.gif,,Dropped by Gim-yi in Iron Labrynth
Iron sword,weapons/swords,0,photo/weapons60/steelthorn.gif,Dropped by Gim Yi in Wilderness Iron Cave / Dropped by Various Horse Sentries,Gim Yi
Island batik shirt,armor/coataccessory,0,photo/armor60/islandbatikshirt.gif,None,Can be purchased with Pirate Coins on Gogoon Island Special Info: None
Island grass skirt,armor/coataccessory,0,photo/armor60/islandgrassskirt.gif,None,Can be purchased with Pirate Coins on Gogoon Island Special Info: None
Jade cambium,armor/subaccessory,0,photo/armor60/jadecambium.gif,Used by Rogues and Warriors,Ice Dungeon 2009 Special Info: Used by Rogues and Warriors
Jade diamond,armor/subaccessory,0,photo/armor60/jadediamond.gif,Quest,Lost Mines Event 2009 Special Info: Quest
Jade medullary,armor/subaccessory,0,photo/armor60/jademedullary.gif,Used by Mages and Poets,Ice Dungeon 2009 Special Info: Used by Mages and Poets
Jade scale mail,armor/warriorarmor,0,photo/armor60/jadescalemail.gif,None,Smith Special Info: None
Jade tiger mail,armor/warriorarmor,0,photo/armor60/jadewarplatemail.gif,None,Chongun Quest Special Info: None
Jade tigress,armor/warriorarmor,0,photo/armor60/jadetigress.gif,None,Chongun Quest Special Info: None
Jade war platemail,armor/warriorarmor,0,photo/armor60/jadewarplatemail.gif,None,Smith Special Info: None
Jewel of grace,armor/handitems,0,photo/armor60/jewelofgrace.gif,"Was one of a Kind, now extinct","Webpage Contest Special Info: Was one of a Kind, now extinct"
Jewel of Scholarship,armor/handitems,0,photo/armor60/jewelofgrace.gif,None,Museum contest Special Info: None
Jeweled JangChang Chun,weapons/spears,0,photo/weapons60/jangchangchun.gif,None,Event
Jeweled JangChang Kui,weapons/spears,0,photo/weapons60/jangchangkui.gif,None,Event
Jeweled ring of Substratum,armor/handitems,0,photo/armor60/jeweledringofsubstratum.gif,"Created by combining substratum plate, Hamgyong Gem and 50,000 coins","None Special Info: Created by combining substratum plate, Hamgyong Gem and 50,000 coins"
Jolt trident,weapons/spears,0,photo/weapons60/jolttrident.gif,Break on Death,GoldenLobster and Woodlands Caves
Ju jak casque,armor/headitems,0,photo/armor60/jujakcasque.gif,0,Obtained from jewellers Special Info: 0
Ju jak circlet,armor/headitems,0,photo/armor60/jujakcirclet.gif,0,Obtained from jewellers Special Info: 0
Ju Jak helm,armor/headitems,0,photo/armor60/jujakhelm.gif,Bonded / Unrepairable,Ju Jak Shrine Special Info: Bonded / Unrepairable
Ju Jak helmet,armor/headitems,0,photo/armor60/jujakhelm.gif,Bonded / Unrepairable,Ju Jak Shrine Special Info: Bonded / Unrepairable
Ju jak key,items/keys|items/spells,0,photo/items60/jujakkey.gif,,Mythic Sheep Key Bosses
Ju jak rune,armor/headitems,0,photo/armor60/jujakrune.gif,0,Snow Tiger Invasion Event Special Info: 0
Ju jak staff,weapons/spears,0,photo/weapons60/jujakstaff.gif,"Bonded / Unrepairable, NPC Subpath Level 99 Members","Say ""Kimesh"" to Hausson Smith"
Juggernaut bodice,armor/warriorarmor,0,photo/armor60/juggernautbodice.gif,None,Dropped by Lord Badak Api boss in Gogoon Rhino Cave Special Info: None
Juggernaut plate,armor/warriorarmor,0,photo/armor60/juggernautplate.gif,None,Dropped by Lord Badak Api boss in Gogoon Rhino Cave Special Info: None
Jungle malong,armor/coataccessory,0,photo/armor60/junglemalong.gif,None,Can be purchased with Pirate Coins on Gogoon Island Special Info: None
Jungle malong shoes,armor/subaccessory,0,photo/armor60/junglemalongshoes.gif,None,Can be purchased with Pirate Coins on Gogoon Island Special Info: None
Kabyoun demon staff,weapons/spears,0,photo/weapons60/demonstaff.gif,None,Tree of Reflections Event - Yuri 82
Kajang's gloves,armor/extinct,1,photo/armor60/huntergloves.gif,Extinct,Kajang's Crypts Special Info: Extinct
Key to earth,items/keys,0,photo/items60/keytoearth.gif,,Mythic Rabbit Key Bosses
Key to fire,items/keys,0,photo/items60/keytofire.gif,,Mythic Monkey Key Bosses
Key to heaven,items/keys,0,photo/items60/keytoheaven.gif,,Mythic Rooster Key Bosses
Key to mountain,items/keys,0,photo/items60/keytomountain.gif,,Mythic Pig Key Bosses
Key to pond,items/keys,0,photo/items60/keytopond.gif,,Mythic Rat Key Bosses
Key to thunder,items/keys,0,photo/items60/keytothunder.gif,,Mythic Horse Key Bosses
Key to water,items/keys,0,photo/items60/keytowater.gif,,Mythic Ox Key Bosses
Key to wind,items/keys,0,photo/items60/keytowind.gif,,Mythic Dog Key Bosses
Kinung garb,armor/coataccessory,0,photo/armor60/kinunggarb.gif,none,"Obtaining by donating1,500 crafting items to help rebuild Kinung construction Special Info: none"
Kinung skirt,armor/coataccessory,0,photo/armor60/kinungskirt.gif,none,"Obtaining by donating1,500 crafting items to help rebuild Kinung construction Special Info: none"
Kismet's pike,weapons/extinct|weapons/swords,1,photo/weapons60/woodensaber.gif,Extinct,Fight for kismet
Kismet's pike (War Mode),weapons/spears,0,photo/weapons60/militarypolearm.gif,Extinct,Fight for kismet
Kitten claw,weapons/swords,0,photo/weapons60/kittenclaw.gif,Break on Death,Lost Mines Event - Hyul 27
Koguryo Army Uniform,armor/coataccessory|armor/coataccessory,0,photo/armor60/koguryoarmyuniformmale.gif,Uniform to identify soldiers of Koguryo,Koguryo soldiers can purchase Special Info: Uniform to identify soldiers of Koguryo
Koguryo helm,armor/headitems,0,photo/armor60/koguryohelm.gif,Bonded / Unrepairable,Clan Hall Special Info: Bonded / Unrepairable
Koguryo helmet,armor/headitems,0,photo/armor60/koguryohelm.gif,Bonded / Unrepairable,Clan Hall Special Info: Bonded / Unrepairable
Koguryo Medal of Bravery,armor/handitems,0,photo/armor60/koguryomedalofbravery.gif,0,None Special Info: 0
Koguryo Medal of Honor,armor/handitems,0,photo/armor60/koguryomedalofhonor.gif,0,Kogurian Army Special Info: 0
Koguryo Medal of Valor,armor/handitems,0,photo/armor60/koguryomedalofvalor.gif,0,Kogurian Army Special Info: 0
Kugnae key,items/keys,0,photo/items60/ironkey.gif,,None
Kurimja helm,armor/headitems,0,photo/armor60/kurimjahelm.gif,Bonded / Unrepairable,Clan Hall Special Info: Bonded / Unrepairable
Kurimja helmet,armor/headitems,0,photo/armor60/kurimjahelm.gif,Bonded / Unrepairable,Clan Hall Special Info: Bonded / Unrepairable
Lag flute,items/events,0,photo/items60/lagflute.gif,,Dropped during April Fools' by creatures called Lag minion and DeeCee
Lag rage,items/events,0,photo/items60/lagflute.gif,,Dropped during April Fools' by creatures called Lag minion and DeeCee
Lagoon batik shirt,armor/coataccessory,0,photo/armor60/lagoonbatikshirt.gif,None,Can be purchased with Pirate Coins on Gogoon Island Special Info: None
Lagoon grass skirt,armor/coataccessory,0,photo/armor60/lagoongrassskirt.gif,None,Can be purchased with Pirate Coins on Gogoon Island Special Info: None
Lagoon sarong,armor/coataccessory,0,photo/armor60/lagoonsarong.gif,None,Can be purchased with Pirate Coins on Gogoon Island Special Info: None
Lagoon sarong slippers,armor/subaccessory,0,photo/armor60/lagoonsarongslippers.gif,None,Can be purchased with Pirate Coins on Gogoon Island Special Info: None
Lantern,armor/shields,0,photo/armor60/lantern.gif,Break on Death / Unrepairable / Cannot Deposit,Creation System Special Info: Break on Death / Unrepairable / Cannot Deposit
Lara's Royal Signet,armor/handitems,0,photo/armor60/larasroyalsignet.gif,None,Dropped by Water Queen boss in Gogoon Crab Cave Special Info: None
Large amber ring,armor/handitems,0,photo/armor60/largeamberring.gif,0,None Special Info: 0
Large baekho ring,armor/handitems,0,photo/armor60/largebaekhoring.gif,0,None Special Info: 0
Large chung ryong ring,armor/handitems,0,photo/armor60/largechungryong.gif,0,None Special Info: 0
Large dark ring,armor/handitems,0,photo/armor60/largedarkring.gif,0,None Special Info: 0
Large fish,items/crafts|items/crafts|items/vita,0,photo/items60/fish.gif,,Fishing
Large hyun moo ring,armor/handitems,0,photo/armor60/largehyunmooring.gif,0,None Special Info: 0
Large ju jak ring,armor/handitems,0,photo/armor60/largejujakring.gif,0,None Special Info: 0
Large white ring,armor/handitems,0,photo/armor60/largewhitering.gif,0,None Special Info: 0
Large yellow ring,armor/handitems,0,photo/armor60/largeyellowring.gif,0,Obtained from jewellers Special Info: 0
Lava pincer,items/drops|items/woodlandsitems,0,photo/items60/lavapincer.gif,,Woodlands Lobster Boss
Lazuline diamond,armor/subaccessory,0,photo/armor60/lazulinediamond.gif,Quest,Lost Mines Event 2009 Special Info: Quest
